Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
1037	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	5	1	1979				USA	Sample	Single collection, single colony	1	1																																		18	19	37	Flown	0.51			NA	Alates	18	19	37	0.51	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1038	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	6	1	1979				USA	Sample	Single collection, single colony	1	1																																		14	31	45	Flown	0.69			NA	Alates	14	31	45	0.69	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1039	H_RetHes	Bifurcated	Heterotermitidae	Reticulitermes	hesperus	7	1	1981				USA	Sample	Single collection, single colony	1	1																																		129	89	218	Flown	0.41			NA	Alates	129	89	218	0.41	M. K. Rust & R. W. Howard, unpubl. In Jones et al. (1988)		
1040	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	NA	1	NA			Landes	France	Sample	Possibly several colonies	++?	++?																																		NA	NA	NA	Flown	0.5				Alates	NA	NA	NA	0.5	Buchli 1958: 397	"Buchli (1958: 269) treats on both R. lucifugus [= lucifugus lucifugus in Krishna et al. (2013; Vol. 3: 841)] and R. lucifugus santonensis [= flavipes in Krishna et al. (2013; Vol. 3: 811)] but Buchli (1958: 397) also reports sex ratio data on R. lucifugus des Eyzies (Dordogne) [= grassei in Krishna et al. (2013; Vol. 3: 818) and Jones et al. (1988: 108)]."	Males and females in about equal numbers
1041	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	1	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	115	149	264	Flown	0.564393939				Alates	115	149	264	0.564393939	Herfs 1951: 75		
1042	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	2	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	463	635	1098	Flown	0.578324226				Alates	463	635	1098	0.578324226	Herfs 1951: 75		
1043	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	3	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	858	2064	2922	Flown	0.706365503				Alates	858	2064	2922	0.706365503	Herfs 1951: 75		
1044	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	4	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	130	3113	3243	Flown	0.96				Alates	130	3113	3243	0.96	Herfs 1951: 75		
1045	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	5	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	46	463	509	Flown	0.91				Alates	46	463	509	0.91	Herfs 1951: 75		
1046	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	6	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	120	141	261	Flown	0.54				Alates	120	141	261	0.54	Herfs 1951: 75		
1047	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	7	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	2478	2008	4486	Flown	0.447614802				Alates	2478	2008	4486	0.447614802	Herfs 1951: 75		
1048	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	8	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	633	1305	1938	Flown	0.673374613				Alates	633	1305	1938	0.673374613	Herfs 1951: 75		
1049	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	9	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	587	726	1313	Flown	0.552932216				Alates	587	726	1313	0.552932216	Herfs 1951: 75		
1050	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	10	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	15	49	63.72	Flown	0.768989328				Alates	15	49	64	0.765625	Herfs 1951: 75		
1051	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	11	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	64	676	740	Flown	0.913513514				Alates	64	676	740	0.913513514	Herfs 1951: 75		
1052	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	12	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	597	1424	2021	Flown	0.704601682				Alates	597	1424	2021	0.704601682	Herfs 1951: 75		
1053	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	13	1	1949-50				Italy	Total	Single collection, single colony	1	1	lab-held																																	165	714	879.42	Flown	0.812376339				Alates	165	714	882	0.81	Herfs 1951: 75		
1054	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	14	1	1891				Italy	Sample	Single collection, single colony	1	1																																		0	26++	26++	Unflown, Flown	1				Alates	NA	NA	NA	1	"Roonwal (1975): Grassi & Sandias (1897: 310); Roonwal & Chhotani (1989: 88)"		
1055	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus	3 colonies	1					Italy	Sample	Several collections, several colonies	3	3	Field nest																																	29	165	194	NA	0.850515464				Alates	29	165	194	0.850515464	Luchetti et al. 2013	Sex ratio of neotenics reproductives in Luchetti et al. (2013: Table 1)	
1056	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C1	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	113	33	146	Unflown	0.226027397				Alates	113	33	146	0.226027397	"Scicchitano et al. 2015; Scicchitano 2018"		
1057	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C2	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	2	100	102	Unflown	0.980392157				Alates	2	100	102	0.980392157	"Scicchitano et al. 2015; Scicchitano 2018"		
1058	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C3	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	74	105	179	Unflown	0.586592179				Alates	74	105	179	0.586592179	"Scicchitano et al. 2015; Scicchitano 2018"		
1059	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C4	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	72	103	175	Unflown	0.588571429				Alates	72	103	175	0.588571429	"Scicchitano et al. 2015; Scicchitano 2018"		
1060	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C5	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	19	107	126	Unflown	0.849206349				Alates	19	107	126	0.849206349	"Scicchitano et al. 2015; Scicchitano 2018"		
1061	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C6	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	44	97	141	Unflown	0.687943262				Alates	44	97	141	0.687943262	"Scicchitano et al. 2015; Scicchitano 2018"		
1062	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C7	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	11	40	51	Unflown	0.784313725				Alates	11	40	51	0.784313725	"Scicchitano et al. 2015; Scicchitano 2018"		
1063	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C8	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	50	102	152	Unflown	0.671052632				Alates	50	102	152	0.671052632	"Scicchitano et al. 2015; Scicchitano 2018"		
1064	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C9	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	61	120	181	Unflown	0.662983425				Alates	61	120	181	0.662983425	"Scicchitano et al. 2015; Scicchitano 2018"		
1065	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C10	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	37	100	137	Unflown	0.729927007				Alates	37	100	137	0.729927007	"Scicchitano et al. 2015; Scicchitano 2018"		
1066	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C11	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	9	125	134	Unflown	0.932835821				Alates	9	125	134	0.932835821	"Scicchitano et al. 2015; Scicchitano 2018"		
1067	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C12	1	2013	June	4	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	103	13	116	Unflown	0.112068966				Alates	103	13	116	0.112068966	"Scicchitano et al. 2015; Scicchitano 2018"		
1068	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C13	1	2013	June	4	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	104	5	109	Unflown	0.04587156				Alates	104	5	109	0.04587156	"Scicchitano et al. 2015; Scicchitano 2018"		
1069	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C14	1	2013	June	4	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	110	20	130	Unflown	0.153846154				Alates	110	20	130	0.153846154	"Scicchitano et al. 2015; Scicchitano 2018"		
1070	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C15	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	34	90	124	Unflown	0.725806452				Alates	34	90	124	0.725806452	"Scicchitano et al. 2015; Scicchitano 2018"		
1071	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C16	1	2013	June	4	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	4	89	93	Unflown	0.956989247				Alates	4	89	93	0.956989247	"Scicchitano et al. 2015; Scicchitano 2018"		
1072	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C17	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	27	105	132	Unflown	0.795454545				Alates	27	105	132	0.795454545	"Scicchitano et al. 2015; Scicchitano 2018"		
1073	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C18	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	42	99	141	Unflown	0.70212766				Alates	42	99	141	0.70212766	"Scicchitano et al. 2015; Scicchitano 2018"		
1074	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C19	1	2013	May	21	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	41	100	141	Unflown	0.709219858				Alates	41	100	141	0.709219858	"Scicchitano et al. 2015; Scicchitano 2018"		
1075	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C20	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	23	110	133	Unflown	0.827067669				Alates	23	110	133	0.827067669	"Scicchitano et al. 2015; Scicchitano 2018"		
1076	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C21	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	2	101	103	Unflown	0.980582524				Alates	2	101	103	0.980582524	"Scicchitano et al. 2015; Scicchitano 2018"		
1077	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C22	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	77	46	123	Unflown	0.37398374				Alates	77	46	123	0.37398374	"Scicchitano et al. 2015; Scicchitano 2018"		
1078	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C23	1	2013	May	28	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	11	126	137	Unflown	0.919708029				Alates	11	126	137	0.919708029	"Scicchitano et al. 2015; Scicchitano 2018"		
1079	H_RetLuc	Bifurcated	Heterotermitidae	Reticulitermes	lucifugus (lucifugus)	C24	1	2013	June	4	San Rossore	Italia	Total	Single collection, single colony	1	1	Field nest																																	68	39	107	Unflown	0.364485981				Alates	68	39	107	0.364485981	"Scicchitano et al. 2015; Scicchitano 2018"		
1080	H_RetOki	Bifurcated	Heterotermitidae	Reticulitermes	okinawanus	11 colonies	1				Okinawa-honto	Japan	Sample	Several collections, several colonies	11	11	Field nest																																	731	622	1353	Unflown	0.459719143				Alates	731	622	1353	0.46	Kobayashi et al. 2013		
1081	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	A	1	1998	April		Yoshida-yama, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		266	158		Nymphs 6 + alates	266	158	424	0.372641509	Matsuura 2006		
1082	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	B	1	1998	April		Yoshida-yama, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		86	94		Nymphs 6 + alates	86	94	180	0.522222222	Matsuura 2006		
1083	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	C	1	1998	April		Yoshida-yama, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		117	148		Nymphs 6 + alates	117	148	265	0.558490566	Matsuura 2006		
1084	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	D	1	1999	April		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		87	135		Nymphs 6 + alates	87	135	222	0.608108108	Matsuura 2006		
1085	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	E	1	1999	April		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		263	495		Nymphs 6 + alates	263	495	758	0.653034301	Matsuura 2006		
1086	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	F	1	1999	April		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						NA	NA	NA										NA	NA	NA	Unflown		32	71		Nymphs 6 + alates	32	71	103	0.689320388	Matsuura 2006		
1087	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	G	1	1998	September		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						112	105														0					Nymphs 5-6	112	105	217	0.483870968	Matsuura 2006		
1088	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	H	1	1998	September		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						187	212														0					Nymphs 5-6	187	212	399	0.531328321	Matsuura 2006		
1089	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	I	1	1999	September		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						108	187														0					Nymphs 5-6	108	187	295	0.633898305	Matsuura 2006		
1090	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	J	1	1999	September		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						86	142														0					Nymphs 5-6	86	142	228	0.622807018	Matsuura 2006		
1091	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	K	1	1999	September		Takaragaike, Kyoto	Japan	Sample	Single collection, single colony	1	1																						443	763														0					Nymphs 5-6	443	763	1206	0.632669983	Matsuura 2006		
1092	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	1	1	2003, 2007-2008			Ibaraki	Japan	Sample	Several collections, several colonies	11-12	11-12							NA	NA	0.503	NA	NA	0.596				NA	NA	0.503				NA	NA	0.569													0					Nymphs	NA	NA	NA	0.569	Kitade et al. 2010	n: Workers (2400), Soldiers (931), Nymphs (1234). Data available for 12 colonies as caste sex ratio in Figure 2.	
1093	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	1	1					Japan	Sample																																					NA	NA	NA	NA	0.57				Alates	NA	NA	84	0.57	Matsuura & Nishida 2001		
1094	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	T1	1	2004	April		Tokai, Ibaraki	Japan	Sample	Several collections, several colonies	4	++	Lab cross experiments																					0	411														0				Female Nymphoid	Nymphs	0	411	411	1	Hayashi et al. 2007: Figure 2		
1095	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	T1	1	2004	April		Tokai, Ibaraki	Japan	Sample	Several collections, several colonies	9	++	Lab cross experiments						0	1														0	99														0				Female Ergatoid	Nymphs	0	99	99	1	Hayashi et al. 2007: Figure 2		
1096	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	T1 + T2 + M	1	2003 + 2004			Ibaraki	Japan	Sample	Several collections, several colonies	7	++	Lab cross experiments						NA	NA	0.484							NA	NA	0.484				NA	NA	0.8													0				Female and male Nymphoid	Nymphs	NA	NA	NA	0.8	Hayashi et al. 2007: Figure 2	Workers and Nymphs: nt = 605. Nymphs: Data extrapolated from Figure 2	
1097	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	T1 + M	1	2003 + 2004			Ibaraki	Japan	Sample	Several collections, several colonies	5	++	Lab cross experiments						NA	NA	0.07							NA	NA	0.07				0	NA	1													0				Female nymphoid + male ergatoid	Nymphs	NA	NA	NA	1	Hayashi et al. 2007: Figure 2	Workers and Nymphs: nt = 463. Nymphs: Data extrapolated from Figure 2	
1098	H_RetSpe	Bifurcated	Heterotermitidae	Reticulitermes	speratus	T1 + T2 + M	1	2003 + 2004			Ibaraki	Japan	Sample	Several collections, several colonies	7	++	Lab cross experiments						NA	NA	0.53							NA	NA	0.53				NA	NA	0.05													0		T1 + T2 + M		Female ergatoid + male nymphoid	Nymphs	NA	NA	NA	0.05	Hayashi et al. 2007: Figure 2	Workers and Nymphs: nt = 321. Nymphs: Data extrapolated from Figure 2	
